date,user_id
06.02.2023,104220
06.02.2023,104221
06.02.2023,104222
06.02.2023,104223
06.02.2023,104224
06.02.2023,104225
06.02.2023,104226
06.02.2023,104227
06.02.2023,104228
06.02.2023,104229
06.02.2023,104230
06.02.2023,104231
07.02.2023,104310
07.02.2023,104311
07.02.2023,104312
07.02.2023,104313
07.02.2023,104314
07.02.2023,104315
07.02.2023,104316
07.02.2023,104317
07.02.2023,104318
07.02.2023,104319
07.02.2023,104320
08.02.2023,104360
08.02.2023,104361
08.02.2023,104362
08.02.2023,104363
08.02.2023,104364
08.02.2023,104365
08.02.2023,104366
08.02.2023,104367
08.02.2023,104368
08.02.2023,104369
08.02.2023,104370
08.02.2023,104371
08.02.2023,104372
09.02.2023,104470
09.02.2023,104471
09.02.2023,104472
09.02.2023,104473
09.02.2023,104474
09.02.2023,104475
09.02.2023,104476
09.02.2023,104477
09.02.2023,104478
09.02.2023,104479
09.02.2023,104480
09.02.2023,104481
10.02.2023,104550
10.02.2023,104551
10.02.2023,104552
10.02.2023,104553
10.02.2023,104554
10.02.2023,104555
10.02.2023,104556
10.02.2023,104557
10.02.2023,104558
10.02.2023,104559
10.02.2023,104560
10.02.2023,104561
11.02.2023,104610
11.02.2023,104611
11.02.2023,104612
11.02.2023,104613
11.02.2023,104614
11.02.2023,104615
11.02.2023,104616
11.02.2023,104617
11.02.2023,104618
11.02.2023,104619
11.02.2023,104620
11.02.2023,104621
12.02.2023,104710
12.02.2023,104711
12.02.2023,104712
12.02.2023,104713
12.02.2023,104714
12.02.2023,104715
12.02.2023,104716
12.02.2023,104717
12.02.2023,104718
12.02.2023,104719
12.02.2023,104720
12.02.2023,104721
12.02.2023,104722
